,Problem,Step,Success,Skill,Opportunity,Student_ID
4323,DESIGNING_A_QUILT,(AREA QUESTION3),1,triangle-area,13,4
4324,DESIGNING_A_QUILT,(WHITE-AREA QUESTION3),1,compose-by-multiplication,17,4
4325,DESIGNING_A_QUILT,(GREEN-AREA QUESTION3),1,compose-by-multiplication,18,4
4326,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION3),1,compose-by-multiplication,19,4
4327,PENTAGON_ABCDE,(AREA QUESTION1),1,pentagon-area,13,4
4328,PENTAGON_ABCDE,(APOTHEM QUESTION2),0,pentagon-area,14,4
4329,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,15,4
4330,PENTAGON,(AREA QUESTION1),0,pentagon-area,16,4
4331,PENTAGON,(APOTHEM QUESTION2),0,pentagon-area,17,4
4332,PENTAGON,(SIDE QUESTION3),1,pentagon-area,18,4
4333,PENTAGON_ABCDE,(AREA QUESTION1),1,pentagon-area,19,4
4334,PENTAGON_ABCDE,(APOTHEM QUESTION2),1,pentagon-area,20,4
4335,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,21,4
4336,PENTAGON,(AREA QUESTION1),1,pentagon-area,22,4
4337,PENTAGON,(APOTHEM QUESTION2),1,pentagon-area,23,4
4338,PENTAGON,(SIDE QUESTION3),1,pentagon-area,24,4
4339,CIRCLE_O,(RADIUS QUESTION1),1,circle-diameter,1,4
4340,CIRCLE_O,(AREA QUESTION1),0,circle-area,1,4
4341,CIRCLE_O,(CIRCUMFERENCE QUESTION1),0,circle-circumference,1,4
4342,CIRCLE_O,(DIAMETER QUESTION2),1,circle-diameter,2,4
4343,CIRCLE_O,(AREA QUESTION2),1,circle-area,2,4
4344,CIRCLE_O,(CIRCUMFERENCE QUESTION2),1,circle-circumference,2,4
4345,CIRCLE_O,(RADIUS QUESTION3),0,circle-area,3,4
4346,CIRCLE_O,(DIAMETER QUESTION3),1,circle-diameter,3,4
4347,CIRCLE_O,(CIRCUMFERENCE QUESTION3),0,circle-circumference,3,4
4348,CIRCLE_O,(DIAMETER QUESTION4),1,circle-circumference,4,4
4349,CIRCLE_O,(RADIUS QUESTION4),0,circle-diameter,4,4
4350,CIRCLE_O,(AREA QUESTION4),0,circle-area,4,4
4351,LAWN_SPRINKLER,(AREA QUESTION1),0,circle-area,5,4
4352,COVERING_POOL,(RADIUS QUESTION1),0,circle-area,6,4
4353,COVERING_POOL,(DIAMETER QUESTION1),0,circle-diameter,5,4
4354,DOG_ON_A_ROPE,(AREA QUESTION1),1,circle-area,7,4
4355,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),1,circle-circumference,5,4
4356,LAWN_SPRINKLER_2,(WATERED-LAWN-AREA QUESTION1),1,circle-area,8,4
4357,LAWN_SPRINKLER_2,(TOTAL-LAWN-AREA QUESTION1),0,square-area,19,4
4358,LAWN_SPRINKLER_2,(UNWATERED-LAWN-AREA QUESTION1),1,compose-by-addition,7,4
4359,CIRCLE_DIAMETER,(RADIUS QUESTION1),1,circle-diameter,6,4
4360,CIRCLE_DIAMETER,(AREA QUESTION1),1,circle-area,9,4
4361,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),1,circle-circumference,6,4
4362,CIRCLE_AREA,(RADIUS QUESTION3),1,circle-area,10,4
4363,CIRCLE_AREA,(DIAMETER QUESTION3),1,circle-diameter,7,4
4364,CIRCLE_AREA,(CIRCUMFERENCE QUESTION3),0,circle-circumference,7,4
4365,CIRCLE_RADIUS,(DIAMETER QUESTION2),1,circle-diameter,8,4
4366,CIRCLE_RADIUS,(AREA QUESTION2),1,circle-area,11,4
4367,CIRCLE_RADIUS,(CIRCUMFERENCE QUESTION2),1,circle-circumference,8,4
4368,CIRCLE_DIAMETER,(RADIUS QUESTION1),1,circle-diameter,9,4
4369,CIRCLE_DIAMETER,(AREA QUESTION1),1,circle-area,12,4
4370,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),1,circle-circumference,9,4
4371,CIRCLE_CIRCUMFERENCE,(RADIUS QUESTION4),0,circle-diameter,10,4
4372,CIRCLE_CIRCUMFERENCE,(DIAMETER QUESTION4),1,circle-circumference,10,4
4373,CIRCLE_CIRCUMFERENCE,(AREA QUESTION4),1,circle-area,13,4
4374,COVERING_POOL,(RADIUS QUESTION1),1,circle-area,14,4
4375,COVERING_POOL,(DIAMETER QUESTION1),0,circle-diameter,11,4
4376,TROGS,(TROG-HEIGHT QUESTION1),1,equi-tri-height?,1,4
4377,TROGS,(TROG-AREA QUESTION1),0,triangle-area,14,4
4378,TROGS,(SQUARE-AREA QUESTION1),1,square-area,20,4
4379,TROGS,(SCRAP-METAL-AREA QUESTION1),1,compose-by-addition,8,4
4380,TROGS,(SQUARE-AREA QUESTION2),1,square-area,21,4
4381,TROGS,(TROG-HEIGHT QUESTION2),0,equi-tri-height?,2,4
4382,TROGS,(TROG-AREA QUESTION2),0,triangle-area,15,4
4383,TROGS,(TROG-HEIGHT QUESTION3),0,equi-tri-height?,3,4
4384,TROGS,(TROG-AREA QUESTION3),1,triangle-area,16,4
4385,TROGS,(SQUARE-AREA QUESTION3),1,square-area,22,4
4386,TROGS,(SCRAP-METAL-AREA QUESTION3),0,compose-by-addition,9,4
4387,TROGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,10,4
4388,WATERING_VEGGIES,(WATERED-AREA QUESTION1),1,circle-area,15,4
4389,WATERING_VEGGIES,(TOTAL-GARDEN QUESTION1),1,square-area,23,4
4390,WATERING_VEGGIES,(UNWATERED-AREA QUESTION1),1,compose-by-addition,11,4
4391,POGS,(POG-AREA QUESTION1),1,circle-area,16,4
4392,POGS,(SQUARE-AREA QUESTION1),1,square-area,24,4
4393,POGS,(SCRAP-METAL-AREA QUESTION1),1,compose-by-addition,12,4
4394,POGS,(POG-AREA QUESTION2),1,circle-area,17,4
4395,POGS,(SQUARE-AREA QUESTION2),1,square-area,25,4
4396,POGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,13,4
4397,POGS,(POG-AREA QUESTION3),1,circle-area,18,4
4398,POGS,(SQUARE-AREA QUESTION3),1,square-area,26,4
4399,POGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,14,4
4400,ONE_CIRCLE_IN_SQUARE,(CIRCLE-AREA QUESTION1),1,circle-area,19,4
4401,ONE_CIRCLE_IN_SQUARE,(SQUARE-AREA QUESTION1),1,square-area,27,4
4402,ONE_CIRCLE_IN_SQUARE,(SHADED-AREA QUESTION1),1,compose-by-addition,15,4
4403,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-RADIUS_AB QUESTION1),1,compose-by-addition,16,4
4404,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_O QUESTION1),1,circle-area,20,4
4405,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_S QUESTION1),1,circle-area,21,4
4406,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),1,circle-area,22,4
4407,TWO_CIRCLES_IN_CIRCLE,(SHADED-AREA QUESTION1),0,compose-by-addition,17,4
4408,TWO_CIRCLES_IN_SQUARE,(SQUARE-BASE QUESTION1),1,compose-by-multiplication,20,4
4409,TWO_CIRCLES_IN_SQUARE,(CIRCLE-AREA QUESTION1),1,circle-area,23,4
4410,TWO_CIRCLES_IN_SQUARE,(SQUARE-AREA QUESTION1),0,square-area,28,4
4411,TWO_CIRCLES_IN_SQUARE,(SHADED-AREA QUESTION1),0,compose-by-addition,18,4
4412,TRIANGLE_AREA,(AREA QUESTION1),0,triangle-area,17,4
4413,POGS,(POG-AREA QUESTION1),1,circle-area,24,4
4414,POGS,(SQUARE-AREA QUESTION1),1,square-area,29,4
4415,POGS,(SCRAP-METAL-AREA QUESTION1),1,compose-by-addition,19,4
4416,POGS,(POG-AREA QUESTION2),1,circle-area,25,4
4417,POGS,(SQUARE-AREA QUESTION2),1,square-area,30,4
4418,POGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,20,4
4419,POGS,(POG-AREA QUESTION3),1,circle-area,26,4
4420,POGS,(SQUARE-AREA QUESTION3),1,square-area,31,4
4421,POGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,21,4
4422,TRIANGLE_TRIANGLE,(AREA QUESTION1),1,triangle-area,18,4
4423,TRIANGLE_AREA,(AREA QUESTION1),1,triangle-area,19,4
4424,CIRCLE_AREA,(RADIUS QUESTION3),1,circle-area,27,4
4425,CIRCLE_AREA,(DIAMETER QUESTION3),1,circle-diameter,12,4
4426,CIRCLE_AREA,(CIRCUMFERENCE QUESTION3),0,circle-circumference,11,4
4427,DOG_ON_A_ROPE,(AREA QUESTION1),1,circle-area,28,4
4428,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),1,circle-circumference,12,4
4429,RECTANGLE_ABCD,(AREA QUESTION1),0,square-area,1,33
4430,RECTANGLE_ABCD,(HEIGHT QUESTION2),1,square-area,2,33
4431,RECTANGLE_ABCD,(BASE QUESTION3),0,square-area,3,33
4432,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION1),1,square-area,4,33
4433,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION1),1,square-area,5,33
4434,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION1),1,compose-by-addition,1,33
4435,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION2),0,square-area,6,33
4436,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION2),1,square-area,7,33
4437,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION2),1,compose-by-addition,2,33
4438,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION3),1,square-area,8,33
4439,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION3),1,square-area,9,33
4440,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION3),0,compose-by-addition,3,33
4441,PARALLELOGRAM_ABDE,(AREA QUESTION1),1,parallelogram-area,1,33
4442,PARALLELOGRAM_ABDE,(HEIGHT QUESTION2),1,parallelogram-area,2,33
4443,PARALLELOGRAM_ABDE,(BASE QUESTION3),1,parallelogram-area,3,33
4444,SQUARE_ABCD,(AREA QUESTION1),1,square-area,10,33
4445,SQUARE_ABCD,(HEIGHT QUESTION2),1,square-area,11,33
4446,SQUARE_ABCD,(BASE QUESTION3),1,square-area,12,33
4447,PAINTING_THE_WALL,(DOOR-AREA QUESTION1),1,square-area,13,33
4448,PAINTING_THE_WALL,(DOOR-AREA QUESTION2),1,square-area,14,33
4449,PAINTING_THE_WALL,(DOOR-AREA QUESTION3),1,square-area,15,33
4450,PAINTING_THE_WALL,(WALL-AREA QUESTION1),1,square-area,16,33
4451,PAINTING_THE_WALL,(WALL-AREA QUESTION2),1,square-area,17,33
4452,PAINTING_THE_WALL,(WALL-AREA QUESTION3),1,square-area,18,33
4453,PAINTING_THE_WALL,(PAINTED-AREA QUESTION1),1,compose-by-addition,4,33
4454,PAINTING_THE_WALL,(PAINTED-AREA QUESTION2),1,compose-by-addition,5,33
4455,PAINTING_THE_WALL,(PAINTED-AREA QUESTION3),1,compose-by-addition,6,33
4456,TRAPEZOID_ABCD,(AREA QUESTION1),0,trapezoid-area,1,33
4457,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),0,trapezoid-area,2,33
4458,TRAPEZOID_ABCD,(HEIGHT QUESTION3),1,trapezoid-area,3,33
4459,TRAPEZOID_AREA,(AREA QUESTION1),1,trapezoid-area,4,33
4460,TRAPEZOID_HEIGHT,(HEIGHT QUESTION3),0,trapezoid-area,5,33
4461,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),1,trapezoid-area,6,33
4462,TRAPEZOID_ABCD,(AREA QUESTION1),1,trapezoid-area,7,33
4463,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),1,trapezoid-area,8,33
4464,TRAPEZOID_ABCD,(HEIGHT QUESTION3),1,trapezoid-area,9,33
4465,TRIANGLE_ABC,(AREA QUESTION1),1,triangle-area,1,33
4466,TRIANGLE_ABC,(HEIGHT QUESTION2),1,triangle-area,2,33
4467,TRIANGLE_ABC,(BASE QUESTION3),1,triangle-area,3,33
4468,TRIANGLE_TRIANGLE,(AREA QUESTION1),0,triangle-area,4,33
4469,PENTAGON,(AREA QUESTION1),0,pentagon-area,1,33
4470,PENTAGON,(APOTHEM QUESTION2),0,pentagon-area,2,33
4471,PENTAGON,(SIDE QUESTION3),1,pentagon-area,3,33
4472,TRIANGLE_RECTANGLE,(BASE QUESTION1),1,compose-by-multiplication,1,33
4473,TRIANGLE_RECTANGLE,(AREA QUESTION1),1,triangle-area,5,33
4474,DESIGNING_A_QUILT,(AREA QUESTION1),1,triangle-area,6,33
4475,DESIGNING_A_QUILT,(WHITE-AREA QUESTION1),1,compose-by-multiplication,2,33
4476,DESIGNING_A_QUILT,(GREEN-AREA QUESTION1),0,compose-by-multiplication,3,33
4477,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION1),1,compose-by-multiplication,4,33
4478,DESIGNING_A_QUILT,(AREA QUESTION2),1,triangle-area,7,33
4479,DESIGNING_A_QUILT,(WHITE-AREA QUESTION2),1,compose-by-multiplication,5,33
4480,DESIGNING_A_QUILT,(GREEN-AREA QUESTION2),1,compose-by-multiplication,6,33
4481,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION2),1,compose-by-multiplication,7,33
4482,DESIGNING_A_QUILT,(AREA QUESTION3),1,triangle-area,8,33
4483,DESIGNING_A_QUILT,(WHITE-AREA QUESTION3),1,compose-by-multiplication,8,33
4484,DESIGNING_A_QUILT,(GREEN-AREA QUESTION3),1,compose-by-multiplication,9,33
4485,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION3),1,compose-by-multiplication,10,33
4486,PENTAGON_ABCDE,(AREA QUESTION1),0,pentagon-area,4,33
4487,PENTAGON_ABCDE,(SIDE QUESTION3),0,pentagon-area,5,33
4488,PENTAGON_ABCDE,(APOTHEM QUESTION2),1,pentagon-area,6,33
4489,PENTAGON,(AREA QUESTION1),1,pentagon-area,7,33
4490,PENTAGON,(APOTHEM QUESTION2),1,pentagon-area,8,33
4491,PENTAGON,(SIDE QUESTION3),1,pentagon-area,9,33
4492,PENTAGON_ABCDE,(AREA QUESTION1),1,pentagon-area,10,33
4493,PENTAGON_ABCDE,(APOTHEM QUESTION2),1,pentagon-area,11,33
4494,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,12,33
4495,PENTAGON,(AREA QUESTION1),1,pentagon-area,13,33
4496,PENTAGON,(APOTHEM QUESTION2),1,pentagon-area,14,33
4497,PENTAGON,(SIDE QUESTION3),1,pentagon-area,15,33
4498,CIRCLE_O,(RADIUS QUESTION1),0,circle-diameter,1,33
4499,CIRCLE_O,(AREA QUESTION1),0,circle-area,1,33
4500,CIRCLE_O,(CIRCUMFERENCE QUESTION1),1,circle-circumference,1,33
4501,CIRCLE_O,(DIAMETER QUESTION2),1,circle-diameter,2,33
4502,CIRCLE_O,(AREA QUESTION2),1,circle-area,2,33
4503,CIRCLE_O,(CIRCUMFERENCE QUESTION2),1,circle-circumference,2,33
4504,CIRCLE_O,(DIAMETER QUESTION4),0,circle-circumference,3,33
4505,CIRCLE_O,(RADIUS QUESTION4),0,circle-diameter,3,33
4506,CIRCLE_O,(AREA QUESTION4),0,circle-area,3,33
4507,CIRCLE_O,(RADIUS QUESTION3),0,circle-area,4,33
4508,CIRCLE_O,(DIAMETER QUESTION3),0,circle-diameter,4,33
4509,CIRCLE_O,(CIRCUMFERENCE QUESTION3),0,circle-circumference,4,33
4510,LAWN_SPRINKLER,(AREA QUESTION1),1,circle-area,5,33
4511,COVERING_POOL,(RADIUS QUESTION1),1,circle-area,6,33
4512,COVERING_POOL,(DIAMETER QUESTION1),1,circle-diameter,5,33
4513,DOG_ON_A_ROPE,(AREA QUESTION1),1,circle-area,7,33
4514,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),1,circle-circumference,5,33
4515,LAWN_SPRINKLER_2,(WATERED-LAWN-AREA QUESTION1),1,circle-area,8,33
4516,LAWN_SPRINKLER_2,(TOTAL-LAWN-AREA QUESTION1),1,square-area,19,33
4517,LAWN_SPRINKLER_2,(UNWATERED-LAWN-AREA QUESTION1),1,compose-by-addition,7,33
4518,CIRCLE_DIAMETER,(RADIUS QUESTION1),1,circle-diameter,6,33
4519,CIRCLE_DIAMETER,(AREA QUESTION1),1,circle-area,9,33
4520,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),1,circle-circumference,6,33
4521,CIRCLE_AREA,(RADIUS QUESTION3),0,circle-area,10,33
4522,CIRCLE_AREA,(DIAMETER QUESTION3),0,circle-diameter,7,33
4523,CIRCLE_AREA,(CIRCUMFERENCE QUESTION3),1,circle-circumference,7,33
4524,TROGS,(SQUARE-AREA QUESTION1),1,square-area,20,33
4525,TROGS,(SQUARE-AREA QUESTION2),1,square-area,21,33
4526,TROGS,(SQUARE-AREA QUESTION3),1,square-area,22,33
4527,TROGS,(TROG-HEIGHT QUESTION1),0,equi-tri-height?,1,33
4528,TROGS,(TROG-HEIGHT QUESTION2),1,equi-tri-height?,2,33
4529,TROGS,(TROG-HEIGHT QUESTION3),1,equi-tri-height?,3,33
4530,TROGS,(TROG-AREA QUESTION1),1,triangle-area,9,33
4531,TROGS,(TROG-AREA QUESTION2),1,triangle-area,10,33
4532,TROGS,(TROG-AREA QUESTION3),0,triangle-area,11,33
4533,TROGS,(SCRAP-METAL-AREA QUESTION1),0,compose-by-addition,8,33
4534,TROGS,(SCRAP-METAL-AREA QUESTION2),1,compose-by-addition,9,33
4535,TROGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,10,33
4536,WATERING_VEGGIES,(WATERED-AREA QUESTION1),1,circle-area,11,33
4537,WATERING_VEGGIES,(TOTAL-GARDEN QUESTION1),0,square-area,23,33
4538,WATERING_VEGGIES,(UNWATERED-AREA QUESTION1),1,compose-by-addition,11,33
4539,POGS,(SCRAP-METAL-AREA QUESTION1),1,compose-by-addition,12,33
4540,POGS,(SCRAP-METAL-AREA QUESTION2),0,compose-by-addition,13,33
4541,POGS,(SCRAP-METAL-AREA QUESTION3),1,compose-by-addition,14,33
4542,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_C QUESTION1),1,circle-area,12,33
4543,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),1,compose-by-addition,15,33
4544,ONE_CIRCLE_IN_SQUARE,(SHADED-AREA QUESTION1),0,compose-by-addition,16,33
4545,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-RADIUS_AB QUESTION1),1,compose-by-addition,17,33
4546,TWO_CIRCLES_IN_CIRCLE,(SHADED-AREA QUESTION1),1,compose-by-addition,18,33
4547,TWO_CIRCLES_IN_SQUARE,(SQUARE-BASE QUESTION1),1,compose-by-multiplication,11,33
4548,TWO_CIRCLES_IN_SQUARE,(SHADED-AREA QUESTION1),0,compose-by-addition,19,33
4549,TRIANGLE_AREA,(AREA QUESTION1),1,triangle-area,12,33
4550,RECTANGLE_AREA,(AREA QUESTION1),1,square-area,24,33
4551,PARALLELOGRAM_AREA,(AREA QUESTION1),0,parallelogram-area,4,33
4552,SQUARE_AREA,(AREA QUESTION1),1,square-area,25,33
4553,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION1),1,square-area,26,33
4554,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION1),1,square-area,27,33
4555,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION1),1,compose-by-addition,20,33
4556,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION2),1,square-area,28,33
4557,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION3),1,square-area,29,33
4558,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION2),1,square-area,30,33
4559,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION3),1,square-area,31,33
4560,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION2),1,compose-by-addition,21,33
4561,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION3),1,compose-by-addition,22,33
4562,CIRCLE_CIRCUMFERENCE,(DIAMETER QUESTION4),1,circle-circumference,8,33
4563,CIRCLE_CIRCUMFERENCE,(RADIUS QUESTION4),1,circle-diameter,8,33
4564,CIRCLE_CIRCUMFERENCE,(AREA QUESTION4),1,circle-area,13,33
4565,TRIANGLE_TRIANGLE,(AREA QUESTION1),1,triangle-area,13,33
4566,PAINTING_THE_WALL,(WALL-AREA QUESTION1),0,square-area,1,42
4567,PAINTING_THE_WALL,(WALL-AREA QUESTION2),1,square-area,2,42
4568,PAINTING_THE_WALL,(WALL-AREA QUESTION3),0,square-area,3,42
4569,PAINTING_THE_WALL,(DOOR-AREA QUESTION2),1,square-area,4,42
4570,PAINTING_THE_WALL,(DOOR-AREA QUESTION3),1,square-area,5,42
4571,PAINTING_THE_WALL,(PAINTED-AREA QUESTION1),1,compose-by-addition,1,42
4572,PAINTING_THE_WALL,(PAINTED-AREA QUESTION2),1,compose-by-addition,2,42
4573,PAINTING_THE_WALL,(PAINTED-AREA QUESTION3),1,compose-by-addition,3,42
4574,RECTANGLE_AREA,(AREA QUESTION1),1,square-area,6,42
4575,TRAPEZOID_ABCD,(AREA QUESTION1),0,trapezoid-area,1,42
4576,RECTANGLE_ABCD,(AREA QUESTION1),1,square-area,1,56
4577,RECTANGLE_ABCD,(HEIGHT QUESTION2),1,square-area,2,56
4578,RECTANGLE_ABCD,(BASE QUESTION3),1,square-area,3,56
4579,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION1),1,square-area,4,56
4580,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION1),1,square-area,5,56
4581,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION1),1,compose-by-addition,1,56
4582,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION2),1,square-area,6,56
4583,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION2),1,square-area,7,56
4584,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION2),0,compose-by-addition,2,56
4585,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION3),1,square-area,8,56
4586,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION3),1,square-area,9,56
4587,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION3),1,compose-by-addition,3,56
4588,PARALLELOGRAM_ABDE,(AREA QUESTION1),1,parallelogram-area,1,56
4589,PARALLELOGRAM_ABDE,(HEIGHT QUESTION2),1,parallelogram-area,2,56
4590,PARALLELOGRAM_ABDE,(BASE QUESTION3),1,parallelogram-area,3,56
4591,SQUARE_ABCD,(AREA QUESTION1),1,square-area,10,56
4592,SQUARE_ABCD,(HEIGHT QUESTION2),1,square-area,11,56
4593,SQUARE_ABCD,(BASE QUESTION3),1,square-area,12,56
4594,PAINTING_THE_WALL,(DOOR-AREA QUESTION1),1,square-area,13,56
4595,PAINTING_THE_WALL,(WALL-AREA QUESTION1),0,square-area,14,56
4596,PAINTING_THE_WALL,(PAINTED-AREA QUESTION1),1,compose-by-addition,4,56
4597,PAINTING_THE_WALL,(DOOR-AREA QUESTION2),1,square-area,15,56
4598,PAINTING_THE_WALL,(WALL-AREA QUESTION2),1,square-area,16,56
4599,PAINTING_THE_WALL,(PAINTED-AREA QUESTION2),1,compose-by-addition,5,56
4600,PAINTING_THE_WALL,(DOOR-AREA QUESTION3),1,square-area,17,56
4601,PAINTING_THE_WALL,(WALL-AREA QUESTION3),1,square-area,18,56
4602,PAINTING_THE_WALL,(PAINTED-AREA QUESTION3),1,compose-by-addition,6,56
4603,TRAPEZOID_ABCD,(AREA QUESTION1),0,trapezoid-area,1,56
4604,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),0,trapezoid-area,2,56
4605,TRAPEZOID_ABCD,(HEIGHT QUESTION3),1,trapezoid-area,3,56
4606,TRAPEZOID_AREA,(AREA QUESTION1),1,trapezoid-area,4,56
4607,TRAPEZOID_HEIGHT,(HEIGHT QUESTION3),1,trapezoid-area,5,56
4608,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),1,trapezoid-area,6,56
4609,TRAPEZOID_ABCD,(AREA QUESTION1),1,trapezoid-area,7,56
4610,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),1,trapezoid-area,8,56
4611,TRAPEZOID_ABCD,(HEIGHT QUESTION3),1,trapezoid-area,9,56
4612,TRAPEZOID_AREA,(AREA QUESTION1),0,trapezoid-area,10,56
4613,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),1,trapezoid-area,11,56
4614,TRAPEZOID_ABCD,(AREA QUESTION1),0,trapezoid-area,12,56
4615,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),0,trapezoid-area,13,56
4616,TRAPEZOID_ABCD,(HEIGHT QUESTION3),1,trapezoid-area,14,56
4617,TRAPEZOID_AREA,(AREA QUESTION1),0,trapezoid-area,15,56
4618,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),1,trapezoid-area,16,56
4619,TRAPEZOID_ABCD,(AREA QUESTION1),1,trapezoid-area,17,56
4620,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),1,trapezoid-area,18,56
4621,TRAPEZOID_ABCD,(HEIGHT QUESTION3),1,trapezoid-area,19,56
4622,TRAPEZOID_AREA,(AREA QUESTION1),1,trapezoid-area,20,56
4623,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),1,trapezoid-area,21,56
4624,TRAPEZOID_ABCD,(AREA QUESTION1),1,trapezoid-area,22,56
4625,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),1,trapezoid-area,23,56
4626,TRAPEZOID_ABCD,(HEIGHT QUESTION3),1,trapezoid-area,24,56
4627,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),1,trapezoid-area,25,56
4628,TRIANGLE_ABC,(AREA QUESTION1),1,triangle-area,1,56
4629,TRIANGLE_ABC,(HEIGHT QUESTION2),0,triangle-area,2,56
4630,TRIANGLE_ABC,(BASE QUESTION3),1,triangle-area,3,56
4631,TRIANGLE_TRIANGLE,(AREA QUESTION1),1,triangle-area,4,56
4632,PENTAGON,(AREA QUESTION1),0,pentagon-area,1,56
4633,PENTAGON,(APOTHEM QUESTION2),1,pentagon-area,2,56
4634,PENTAGON,(SIDE QUESTION3),0,pentagon-area,3,56
4635,TRIANGLE_RECTANGLE,(BASE QUESTION1),1,compose-by-multiplication,1,56
4636,TRIANGLE_RECTANGLE,(AREA QUESTION1),1,triangle-area,5,56
4637,DESIGNING_A_QUILT,(AREA QUESTION1),1,triangle-area,6,56
4638,DESIGNING_A_QUILT,(WHITE-AREA QUESTION1),0,compose-by-multiplication,2,56
4639,DESIGNING_A_QUILT,(GREEN-AREA QUESTION1),1,compose-by-multiplication,3,56
4640,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION1),1,compose-by-multiplication,4,56
4641,DESIGNING_A_QUILT,(AREA QUESTION2),1,triangle-area,7,56
4642,DESIGNING_A_QUILT,(WHITE-AREA QUESTION2),1,compose-by-multiplication,5,56
4643,DESIGNING_A_QUILT,(GREEN-AREA QUESTION2),1,compose-by-multiplication,6,56
4644,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION2),1,compose-by-multiplication,7,56
4645,DESIGNING_A_QUILT,(AREA QUESTION3),1,triangle-area,8,56
4646,DESIGNING_A_QUILT,(WHITE-AREA QUESTION3),1,compose-by-multiplication,8,56
4647,DESIGNING_A_QUILT,(GREEN-AREA QUESTION3),1,compose-by-multiplication,9,56
